technique_id,technique,tactics,log_source,event_codes,channel_detail
T1202,Indirect Command Execution,stealth,WinEventLog:Sysmon,1,
T1202,Indirect Command Execution,stealth,WinEventLog:Sysmon,11,
T1202,Indirect Command Execution,stealth,WinEventLog:Sysmon,3;22,
T1203,Exploitation for Client Execution,execution,WinEventLog:Application,1000,
T1203,Exploitation for Client Execution,execution,WinEventLog:Sysmon,1,
T1203,Exploitation for Client Execution,execution,WinEventLog:Sysmon,11,
T1203,Exploitation for Client Execution,execution,WinEventLog:Sysmon,3;22,
T1204,User Execution,execution,WinEventLog:Application,1000,
T1204,User Execution,execution,WinEventLog:Security,4688,
T1204,User Execution,execution,WinEventLog:Sysmon,11,
T1204,User Execution,execution,WinEventLog:Sysmon,3;22,
T1204.001,Malicious Link,execution,NSM:Flow,,"Suspicious URL patterns, uncommon TLDs, short-lived domains, URL shorteners; HTT"
T1204.001,Malicious Link,execution,WinEventLog:Security,4688,
T1204.001,Malicious Link,execution,WinEventLog:Sysmon,11,
T1204.001,Malicious Link,execution,WinEventLog:Sysmon,3;22,
T1204.002,Malicious File,execution,WinEventLog:Sysmon,1,
T1204.002,Malicious File,execution,WinEventLog:Sysmon,11,
T1204.002,Malicious File,execution,WinEventLog:Sysmon,15,
T1204.004,Malicious Copy and Paste,execution,NSM:Flow,,HTTP(S) requests with User-Agents typical of PowerShell or curl from desktop; or
T1204.004,Malicious Copy and Paste,execution,WinEventLog:PowerShell,4103;4104;4105;4106,
T1204.004,Malicious Copy and Paste,execution,WinEventLog:Security,4688,
T1204.004,Malicious Copy and Paste,execution,WinEventLog:Sysmon,11,
T1204.004,Malicious Copy and Paste,execution,WinEventLog:Sysmon,3;22,
T1204.005,Malicious Library,execution,WinEventLog:Sysmon,1,
T1204.005,Malicious Library,execution,WinEventLog:Sysmon,11,
T1205,Traffic Signaling,stealth;persistence;command-and-control,WinEventLog:Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2004;2005;2006,
T1205,Traffic Signaling,stealth;persistence;command-and-control,WinEventLog:PowerShell,4103;4104;4105;4106,
T1205,Traffic Signaling,stealth;persistence;command-and-control,WinEventLog:Sysmon,1,
T1205,Traffic Signaling,stealth;persistence;command-and-control,WinEventLog:Sysmon,3;22,
T1205.001,Port Knocking,stealth;persistence;command-and-control,WinEventLog:Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,2004;2005;2006,
T1205.001,Port Knocking,stealth;persistence;command-and-control,WinEventLog:Sysmon,1,
T1205.001,Port Knocking,stealth;persistence;command-and-control,WinEventLog:Sysmon,3;22,
T1205.002,Socket Filters,stealth;persistence;command-and-control,NSM:Flow,,"Single, low-volume inbound packet (REJ/S0/OTH or uncommon dport/protocol) from s"
T1205.002,Socket Filters,stealth;persistence;command-and-control,WinEventLog:Sysmon,1,
T1205.002,Socket Filters,stealth;persistence;command-and-control,WinEventLog:Sysmon,3;22,
T1205.002,Socket Filters,stealth;persistence;command-and-control,WinEventLog:Sysmon,6,
T1205.002,Socket Filters,stealth;persistence;command-and-control,WinEventLog:Sysmon,7,
T1205.002,Socket Filters,stealth;persistence;command-and-control,WinEventLog:System,7045,
T1207,Rogue Domain Controller,defense-impairment,NSM:Flow,,"DrsAddEntry, DrsReplicaAdd, GetNCChanges calls between non-DC and DCs."
T1207,Rogue Domain Controller,defense-impairment,WinEventLog:Security,4662,
T1207,Rogue Domain Controller,defense-impairment,WinEventLog:Security,4928,
T1207,Rogue Domain Controller,defense-impairment,WinEventLog:Security,4929,
T1207,Rogue Domain Controller,defense-impairment,m365:dirsync,,Replication cookie changes involving Configuration partition with new server/nTD
T1210,Exploitation of Remote Services,lateral-movement,NSM:Flow,,"Inbound connections to 445, 3389, 5985-5986 with high error/connection-reset rat"
T1210,Exploitation of Remote Services,lateral-movement,WinEventLog:Sysmon,1,
T1210,Exploitation of Remote Services,lateral-movement,WinEventLog:Sysmon,10,
T1210,Exploitation of Remote Services,lateral-movement,WinEventLog:Sysmon,11,
T1210,Exploitation of Remote Services,lateral-movement,WinEventLog:Sysmon,3;22,
T1210,Exploitation of Remote Services,lateral-movement,WinEventLog:Sysmon,7,
T1210,Exploitation of Remote Services,lateral-movement,WinEventLog:System,1000,
T1211,Exploitation for Stealth,stealth,WinEventLog:Security,4688,
T1211,Exploitation for Stealth,stealth,WinEventLog:Sysmon,7,
T1212,Exploitation for Credential Access,credential-access,WinEventLog:Security,4768;4769;4770,
T1212,Exploitation for Credential Access,credential-access,WinEventLog:Sysmon,10,
T1213,Data from Information Repositories,collection,WinEventLog:Security,5145,
T1213,Data from Information Repositories,collection,m365:unified,,Accessed SharePoint files or pages
T1213.002,Sharepoint,collection,azure:signinlogs,,"UserLogin, ConditionalAccessPolicyEvaluated"
T1213.002,Sharepoint,collection,m365:sharepoint,,Multiple file download operations on a site by a privileged account in a short t
T1213.002,Sharepoint,collection,m365:unified,,"FileAccessed, FileDownloaded, SearchQueried"
T1213.006,Databases,collection,WinEventLog:Security,4688,
T1213.006,Databases,collection,WinEventLog:Sysmon,11,
T1213.006,Databases,collection,WinEventLog:Sysmon,3;22,
T1216,System Script Proxy Execution,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1216,System Script Proxy Execution,stealth,WinEventLog:Sysmon,1,
T1216,System Script Proxy Execution,stealth,WinEventLog:Sysmon,10,
T1216,System Script Proxy Execution,stealth,WinEventLog:Sysmon,11,
T1216,System Script Proxy Execution,stealth,WinEventLog:Sysmon,7,
T1216.001,PubPrn,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1216.001,PubPrn,stealth,WinEventLog:Sysmon,1,
T1216.001,PubPrn,stealth,WinEventLog:Sysmon,3;22,
T1216.001,PubPrn,stealth,WinEventLog:Sysmon,7,
T1216.002,SyncAppvPublishingServer,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1216.002,SyncAppvPublishingServer,stealth,WinEventLog:Sysmon,1,
T1216.002,SyncAppvPublishingServer,stealth,WinEventLog:Sysmon,10,
T1216.002,SyncAppvPublishingServer,stealth,WinEventLog:Sysmon,7,
T1217,Browser Information Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1217,Browser Information Discovery,discovery,WinEventLog:Sysmon,1,
T1217,Browser Information Discovery,discovery,WinEventLog:Sysmon,11,
T1218,System Binary Proxy Execution,stealth,WinEventLog:Sysmon,1,
T1218,System Binary Proxy Execution,stealth,WinEventLog:Sysmon,3;22,
T1218,System Binary Proxy Execution,stealth,WinEventLog:Sysmon,7,
T1218.001,Compiled HTML File,stealth,WinEventLog:Sysmon,1,
T1218.001,Compiled HTML File,stealth,WinEventLog:Sysmon,11,
T1218.001,Compiled HTML File,stealth,WinEventLog:Sysmon,3;22,
T1218.001,Compiled HTML File,stealth,WinEventLog:Sysmon,7,
T1218.002,Control Panel,stealth,WinEventLog:Sysmon,1,
T1218.002,Control Panel,stealth,WinEventLog:Sysmon,11,
T1218.002,Control Panel,stealth,WinEventLog:Sysmon,12,
T1218.002,Control Panel,stealth,WinEventLog:Sysmon,7,
T1218.003,CMSTP,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1218.003,CMSTP,stealth,WinEventLog:Sysmon,1,
T1218.003,CMSTP,stealth,WinEventLog:Sysmon,10,
T1218.003,CMSTP,stealth,WinEventLog:Sysmon,11,
T1218.003,CMSTP,stealth,WinEventLog:Sysmon,12,
T1218.003,CMSTP,stealth,WinEventLog:Sysmon,13;14,
T1218.003,CMSTP,stealth,WinEventLog:Sysmon,3;22,
T1218.004,InstallUtil,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1218.004,InstallUtil,stealth,WinEventLog:Sysmon,1,
T1218.004,InstallUtil,stealth,WinEventLog:Sysmon,11,
T1218.004,InstallUtil,stealth,WinEventLog:Sysmon,7,
T1218.005,Mshta,stealth,WinEventLog:Security,4688,
T1218.005,Mshta,stealth,WinEventLog:Sysmon,11,
T1218.005,Mshta,stealth,WinEventLog:Sysmon,3;22,
T1218.007,Msiexec,stealth,WinEventLog:Security,4688,
T1218.007,Msiexec,stealth,WinEventLog:Sysmon,3;22,
T1218.007,Msiexec,stealth,WinEventLog:Sysmon,7,
T1218.008,Odbcconf,stealth,WinEventLog:Security,4688,
T1218.008,Odbcconf,stealth,WinEventLog:Sysmon,3;22,
T1218.008,Odbcconf,stealth,WinEventLog:Sysmon,7,
T1218.009,Regsvcs/Regasm,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1218.009,Regsvcs/Regasm,stealth,WinEventLog:Security,4688,
T1218.009,Regsvcs/Regasm,stealth,WinEventLog:Sysmon,11,
T1218.009,Regsvcs/Regasm,stealth,WinEventLog:Sysmon,12,
T1218.009,Regsvcs/Regasm,stealth,WinEventLog:Sysmon,13;14,
T1218.009,Regsvcs/Regasm,stealth,WinEventLog:Sysmon,3;22,
T1218.009,Regsvcs/Regasm,stealth,WinEventLog:Sysmon,7,
T1218.010,Regsvr32,stealth,WinEventLog:Security,4688,
T1218.010,Regsvr32,stealth,WinEventLog:Sysmon,3;22,
T1218.010,Regsvr32,stealth,WinEventLog:Sysmon,7,
T1218.011,Rundll32,stealth,WinEventLog:Sysmon,1,
T1218.011,Rundll32,stealth,WinEventLog:Sysmon,11,
T1218.011,Rundll32,stealth,WinEventLog:Sysmon,3;22,
T1218.011,Rundll32,stealth,WinEventLog:Sysmon,7,
T1218.012,Verclsid,stealth,WinEventLog:Sysmon,1,
T1218.012,Verclsid,stealth,WinEventLog:Sysmon,13;14,
T1218.012,Verclsid,stealth,WinEventLog:Sysmon,3;22,
T1218.012,Verclsid,stealth,WinEventLog:Sysmon,7,
T1218.013,Mavinject,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1218.013,Mavinject,stealth,WinEventLog:Security,4688,
T1218.013,Mavinject,stealth,WinEventLog:Sysmon,10,
T1218.013,Mavinject,stealth,WinEventLog:Sysmon,11,
T1218.013,Mavinject,stealth,WinEventLog:Sysmon,3;22,
T1218.013,Mavinject,stealth,WinEventLog:Sysmon,7,
T1218.014,MMC,stealth,WinEventLog:Microsoft-Windows-COM/Operational,,CLSID activation events where ProcessName=mmc.exe and CLSID not in allowed basel
T1218.014,MMC,stealth,WinEventLog:PowerShell,4103;4104;4105;4106,
T1218.014,MMC,stealth,WinEventLog:Sysmon,1,
T1218.014,MMC,stealth,WinEventLog:Sysmon,11,
T1218.014,MMC,stealth,WinEventLog:Sysmon,12,
T1218.014,MMC,stealth,WinEventLog:Sysmon,13;14,
T1218.014,MMC,stealth,WinEventLog:Sysmon,3;22,
